생산량,생산비용,공급품질평가(%),배송지연(일),결함률,품질평가점수,유지관리(시간),가동중단 시간비율(%),재고회전율,재고부족율(%),근로생산성(%),월별안전사고건,에너지소비량(kWh),에너지효율,추가공정시간,추가재료비용($),결함상태
928,10516.79,99.69,0,2.32,68.79,16,2.56,6.24,0.01,88.11,6,1457.23,0.35,5.14,355.78,1
994,5871.38,93.33,5,2.29,79.28,0,4.19,4.75,0.06,90.92,0,1574.34,0.39,2.00,182.65,1
460,6672.68,85.71,0,1.26,61.70,4,4.93,2.92,0.02,84.51,8,2089.47,0.36,8.36,417.79,1
100,12737.93,91.72,4,2.22,78.50,4,0.91,2.42,0.07,83.04,0,3375.98,0.15,3.62,452.88,0
486,9013.89,82.19,3,4.42,76.76,6,3.46,4.92,0.06,92.91,6,4011.30,0.22,7.90,123.70,1
447,17532.20,99.32,0,2.13,91.17,15,0.40,2.38,0.09,91.77,8,2097.99,0.39,8.33,408.97,1
289,5220.40,83.50,1,4.78,74.20,17,0.21,2.83,0.06,80.09,8,4482.57,0.45,9.03,441.12,1
604,10686.41,92.96,4,4.76,99.30,5,1.40,3.14,0.04,85.70,4,1436.72,0.12,7.78,496.60,1
290,10060.18,84.91,5,1.15,67.23,1,4.85,2.02,0.02,92.87,5,1830.40,0.12,6.08,195.04,1
607,5289.91,94.35,2,1.30,83.64,12,2.76,3.23,0.07,96.24,1,4881.86,0.36,6.38,248.40,1
508,11204.64,93.47,3,2.27,89.35,20,0.66,8.56,0.08,92.95,9,4552.45,0.16,2.59,137.61,1
923,12392.97,92.29,1,0.52,99.79,19,4.60,3.55,0.02,85.31,8,3815.74,0.32,2.18,309.48,1
216,11064.35,97.85,2,1.73,92.77,10,1.81,2.65,0.05,93.81,0,1292.35,0.49,2.64,302.70,0
233,12964.07,81.57,2,3.19,82.23,20,1.53,7.84,0.06,93.96,9,2934.83,0.35,9.41,342.62,1
157,13926.98,86.62,5,4.10,79.39,1,4.29,2.07,0.04,82.60,4,3075.92,0.28,2.48,232.32,1
655,5148.86,84.97,5,1.10,93.40,7,3.02,7.87,0.07,93.30,6,4728.56,0.43,7.51,470.37,0
784,11961.43,99.76,4,1.00,97.44,23,0.84,3.05,0.03,86.67,9,2684.42,0.19,2.66,208.02,1
771,19452.49,87.79,3,4.65,99.57,21,2.11,3.83,0.00,83.45,5,2787.05,0.27,9.78,359.88,1
272,12785.48,94.65,0,3.88,75.86,18,4.64,2.96,0.10,90.01,5,1449.94,0.31,4.30,298.37,1
928,15163.13,93.69,5,3.15,99.64,19,4.51,3.98,0.03,89.05,5,3556.69,0.30,4.71,206.67,1
914,9677.96,84.24,1,3.96,66.24,16,0.35,8.39,0.07,95.48,7,1843.59,0.47,4.64,175.54,1
248,16609.87,84.78,1,2.43,70.14,15,1.34,3.06,0.05,81.69,6,1310.13,0.22,8.35,482.62,1
179,16593.82,85.63,1,3.91,63.56,9,0.77,9.95,0.07,95.80,4,4987.68,0.12,2.96,324.52,1
985,12819.44,88.22,5,2.17,70.87,4,2.67,4.62,0.01,82.12,9,2078.52,0.47,8.48,341.68,1
312,19640.21,84.69,5,1.60,90.72,13,3.75,9.38,0.05,84.15,1,1564.21,0.19,6.91,413.16,1
302,6883.25,80.39,1,3.78,94.12,23,1.48,3.52,0.04,90.32,9,3797.96,0.25,2.98,132.49,1
863,5254.21,97.59,5,2.39,91.16,18,3.79,3.50,0.05,89.26,5,4286.73,0.31,1.59,385.51,1
328,16552.37,99.31,0,4.92,85.24,3,3.34,6.52,0.10,99.78,9,1256.31,0.49,7.97,166.06,1
775,17107.33,86.83,0,2.07,80.56,19,3.64,2.40,0.01,91.79,4,1421.57,0.31,2.97,396.19,1
326,6803.11,86.77,4,4.65,88.35,15,4.74,8.41,0.08,86.55,3,1360.70,0.28,9.00,156.53,1
631,5263.29,93.61,0,1.59,93.65,14,1.71,7.59,0.03,86.24,4,3637.83,0.49,6.55,372.41,1
540,9399.63,96.51,4,4.09,87.09,8,3.42,3.40,0.03,85.48,8,3353.25,0.43,7.23,254.36,1
501,16597.13,82.93,2,2.45,87.91,2,4.04,7.14,0.03,89.89,1,3651.23,0.17,6.92,243.53,0
146,12769.41,83.19,3,4.63,81.44,22,0.96,6.75,0.04,98.26,5,3022.67,0.42,3.84,159.58,1
332,10221.43,95.80,0,2.53,95.41,8,4.23,8.05,0.03,94.17,8,4270.03,0.44,8.88,461.62,0
404,10576.09,92.33,2,3.85,70.08,17,0.29,4.38,0.07,93.55,9,3186.67,0.38,7.93,147.41,1
625,5020.30,80.90,4,2.60,75.25,3,0.03,9.47,0.00,94.52,4,4674.99,0.36,5.59,288.83,0
242,9497.01,92.45,0,1.53,91.11,18,0.79,9.69,0.03,93.19,5,2942.59,0.28,6.43,194.61,1
514,14696.88,86.18,0,1.40,79.71,23,4.89,8.94,0.03,95.20,9,4162.63,0.36,6.10,498.53,1
612,19612.92,87.37,5,2.41,95.57,3,2.62,6.58,0.08,83.86,3,2629.44,0.40,9.52,334.34,0
472,17705.91,95.39,2,3.90,73.86,8,0.23,5.36,0.01,83.55,4,2740.90,0.15,9.07,159.83,1
665,5353.92,96.22,0,3.22,74.77,0,4.99,2.46,0.09,87.24,7,4395.97,0.20,3.12,367.03,1
358,16747.98,98.94,5,1.77,78.57,19,4.19,9.61,0.04,94.29,0,3259.67,0.44,9.83,342.02,1
755,16705.64,88.13,5,2.67,80.64,18,1.06,2.15,0.02,91.33,9,3905.35,0.37,3.13,282.95,1
570,11869.94,95.44,0,0.70,73.31,2,0.53,4.86,0.03,80.39,3,4001.68,0.28,9.58,217.31,1
111,10970.08,89.68,5,4.18,71.07,9,2.58,9.04,0.08,84.72,9,3365.97,0.43,6.85,136.85,1
429,9543.74,97.95,3,4.95,86.24,11,3.86,2.65,0.05,96.07,2,2792.26,0.39,1.45,191.30,1
835,5985.42,98.16,2,2.33,64.79,17,3.19,3.57,0.02,84.85,4,2043.13,0.47,4.02,321.45,1
883,8423.53,81.75,3,0.55,95.17,13,3.16,9.83,0.00,94.61,9,4637.70,0.13,5.29,401.51,1
457,8699.05,98.73,4,1.26,91.17,9,3.79,8.78,0.02,83.69,7,2479.15,0.30,8.50,451.17,0
507,12261.16,96.51,3,3.44,67.63,9,1.14,9.30,0.09,92.13,0,4195.97,0.38,3.96,417.48,1
767,16211.67,95.83,1,3.25,87.76,17,3.31,3.14,0.08,92.56,4,1126.66,0.18,3.80,150.19,1
107,5867.67,96.10,5,1.64,67.38,0,0.35,6.84,0.05,88.77,1,2382.34,0.27,1.71,332.64,1
447,19140.86,85.78,5,3.60,76.36,7,3.97,4.39,0.06,89.74,7,2277.32,0.30,5.54,329.11,1
775,16777.84,99.05,3,1.95,87.97,2,4.48,9.07,0.09,98.95,9,1165.46,0.30,1.52,103.23,0
189,19869.92,81.00,4,2.95,85.55,17,1.41,9.21,0.05,90.44,6,1695.47,0.27,1.79,127.09,1
747,13167.23,83.00,0,1.16,81.29,8,0.95,4.33,0.02,84.19,1,2036.66,0.19,4.44,310.34,0
797,19441.53,90.75,1,2.54,90.74,15,0.13,3.25,0.07,93.36,5,1704.19,0.47,2.21,169.45,1
277,10485.21,92.90,3,2.40,84.71,14,3.42,5.88,0.07,96.08,0,4075.83,0.33,6.48,241.69,1
639,8380.72,80.34,3,4.28,91.48,4,4.79,3.06,0.02,83.54,9,2648.13,0.16,7.22,462.96,1
831,7937.50,99.21,0,3.16,73.37,12,4.32,5.79,0.06,85.22,9,2620.72,0.27,5.92,479.87,1
968,7112.04,80.89,2,1.36,95.25,21,1.70,5.70,0.04,98.43,2,4866.43,0.46,4.42,491.91,1
140,14336.20,82.86,5,3.11,84.60,19,0.56,9.07,0.03,98.60,5,2786.81,0.50,2.17,459.58,1
803,13674.48,91.34,4,2.29,81.85,15,0.13,6.49,0.06,80.96,0,2196.25,0.16,4.77,382.46,1
601,7204.44,98.65,2,1.04,68.74,6,0.75,7.95,0.06,86.13,5,2602.51,0.23,9.32,484.22,1
244,17166.86,93.32,5,2.38,81.70,21,1.17,6.77,0.10,84.94,1,2585.13,0.23,2.82,356.72,1
300,14539.32,96.45,4,0.83,74.84,15,3.33,9.63,0.07,88.29,8,3184.32,0.36,4.72,423.69,1
560,15111.95,90.84,3,2.37,79.03,16,1.51,9.21,0.06,96.58,2,1992.50,0.41,7.35,373.04,1
831,8898.57,89.19,1,1.87,93.44,8,2.82,3.96,0.04,80.06,1,4174.34,0.38,9.69,472.44,1
851,10177.88,89.98,3,4.66,87.12,11,0.63,6.49,0.08,92.89,3,2986.10,0.20,2.72,316.02,1
657,18762.29,81.44,0,2.19,87.38,12,3.78,6.35,0.04,93.29,3,1028.17,0.41,1.15,174.73,1
352,12049.82,90.06,4,2.89,99.37,4,1.08,3.64,0.03,90.41,0,4192.24,0.34,2.35,382.78,0
489,18352.12,95.30,1,3.67,93.67,6,3.03,3.13,0.01,92.22,7,2001.87,0.47,5.94,407.92,1
693,15615.82,89.71,5,1.67,91.56,0,2.52,6.89,0.01,96.21,4,1151.48,0.41,9.09,309.48,0
355,7209.55,92.97,4,2.89,81.43,3,1.39,7.11,0.03,80.69,5,4905.11,0.46,2.22,470.68,0
808,5117.62,83.45,3,4.24,65.48,15,5.00,9.78,0.03,80.61,1,1306.25,0.34,2.04,409.45,1
914,14463.83,97.45,1,2.14,81.54,4,0.50,9.57,0.06,96.78,6,4752.15,0.31,9.20,208.28,1
549,11715.10,92.26,1,0.95,65.84,21,2.53,3.85,0.00,91.49,9,2437.10,0.24,5.39,424.73,1
897,12944.90,90.37,1,2.64,75.61,22,1.30,6.69,0.07,83.53,4,4560.98,0.29,9.94,445.23,1
341,8628.40,81.46,1,1.37,79.94,2,4.45,7.30,0.05,89.46,3,4143.33,0.31,8.84,449.29,0
976,15194.30,85.06,3,4.91,64.34,16,3.26,6.81,0.03,90.34,5,1261.77,0.36,7.82,103.57,1
218,9120.56,96.36,0,4.18,66.83,17,3.94,8.32,0.00,93.11,6,1518.48,0.20,3.10,463.72,1
900,17104.48,99.58,2,2.79,61.47,11,4.97,2.64,0.10,83.71,2,2844.14,0.44,3.17,459.50,1
473,11894.97,90.04,1,2.73,67.42,0,4.02,2.16,0.05,94.69,8,4818.52,0.36,4.58,281.34,1
164,13198.66,89.10,4,4.69,90.60,22,3.29,8.16,0.05,91.84,3,2179.03,0.44,2.00,221.65,1
323,5658.50,82.65,0,4.04,94.90,10,4.53,7.59,0.03,93.57,7,2537.04,0.35,5.51,458.88,1
338,7486.25,90.94,4,1.83,80.99,12,4.87,5.06,0.03,91.28,5,3519.31,0.39,9.59,229.89,1
276,11683.12,90.92,0,2.95,60.89,2,3.88,2.09,0.07,89.15,0,1775.38,0.25,6.20,304.63,1
878,8137.78,81.79,4,1.51,88.67,7,0.97,4.65,0.08,92.81,1,2039.76,0.42,4.68,392.40,1
952,5749.69,88.36,0,2.50,64.41,2,3.55,6.87,0.07,94.47,8,4435.07,0.10,3.18,183.79,1
381,17654.74,97.07,5,2.68,91.58,16,0.38,3.81,0.08,84.52,5,4245.34,0.34,2.76,201.54,1
162,19717.89,97.12,5,4.24,66.72,12,1.59,7.50,0.06,89.94,6,4156.76,0.35,6.93,243.22,1
316,16897.14,81.98,2,4.53,73.82,9,0.58,8.36,0.09,89.16,8,4083.68,0.31,8.63,361.69,1
926,8629.66,85.25,3,0.58,98.17,2,1.69,9.01,0.02,96.69,4,3915.56,0.17,5.96,318.68,1
894,19409.40,97.50,4,4.38,74.86,12,3.57,8.84,0.05,87.55,4,2548.82,0.37,7.36,153.17,1
788,7953.89,82.58,0,1.28,93.18,21,2.86,9.02,0.07,81.45,9,1402.84,0.23,1.52,278.50,1
560,19271.45,94.40,5,3.30,67.63,5,0.54,7.29,0.07,89.16,6,2573.50,0.28,4.16,151.08,1
709,19922.29,82.02,5,0.61,92.29,13,2.81,4.44,0.02,83.23,1,1634.65,0.23,7.57,135.32,1
204,15675.84,92.46,4,2.30,86.30,9,3.31,5.85,0.00,94.09,3,2563.41,0.29,7.16,335.85,0
198,19717.16,87.12,3,4.94,67.71,19,4.41,7.68,0.03,91.44,3,2189.70,0.35,1.48,482.48,1
610,13543.10,95.78,0,0.95,72.10,15,0.35,3.68,0.10,85.40,7,3396.64,0.44,3.14,435.04,1
484,8893.13,84.67,0,2.41,65.27,17,1.48,7.91,0.02,99.01,9,2446.16,0.29,7.12,409.79,1
504,11554.94,92.78,3,1.88,75.32,12,3.46,6.38,0.05,85.83,2,3822.36,0.23,3.44,390.82,1
617,6096.22,94.27,3,4.41,85.76,5,1.02,6.46,0.09,96.03,8,4677.97,0.38,1.27,401.13,1
575,14335.15,97.47,5,1.57,99.78,9,1.09,2.53,0.08,90.28,3,1364.10,0.24,2.71,350.75,0
808,19717.67,82.54,4,0.87,60.48,4,3.35,2.11,0.09,99.22,8,3750.84,0.27,3.53,245.87,1
962,7851.61,97.33,3,3.32,81.64,5,1.43,9.12,0.06,96.88,5,3689.59,0.33,9.33,140.38,1
744,16888.93,91.87,4,2.01,82.95,6,3.00,5.92,0.09,98.42,0,4802.51,0.22,8.17,284.41,0
969,18618.48,82.54,2,3.52,96.57,10,4.83,6.35,0.03,87.45,2,2486.21,0.18,8.96,469.91,1
870,19155.52,88.55,0,0.64,80.24,15,3.97,4.24,0.04,90.97,6,2221.75,0.16,4.96,333.24,1
536,19402.03,83.22,0,1.10,81.75,11,1.66,6.34,0.08,96.80,8,1689.57,0.24,8.40,173.80,1
122,12821.89,94.01,1,3.59,78.87,11,2.36,3.35,0.03,98.07,7,2061.15,0.12,8.68,359.61,1
664,19659.62,95.18,2,1.46,70.76,22,1.00,7.97,0.09,98.89,4,3007.56,0.33,4.60,286.18,1
776,16359.65,82.12,3,4.36,62.24,19,0.08,8.59,0.04,97.58,7,4350.85,0.17,9.95,472.55,1
813,7425.07,90.12,3,0.76,76.35,4,1.45,8.85,0.04,94.62,1,2137.15,0.25,8.66,164.38,1
557,12153.50,96.29,5,1.47,62.10,15,1.85,2.85,0.03,80.48,2,1630.97,0.21,9.77,384.80,1
182,15774.97,98.72,2,4.99,82.02,5,2.82,6.46,0.05,86.30,7,2088.51,0.35,8.80,372.64,1
244,8710.10,90.27,3,2.45,72.29,8,4.72,8.47,0.01,82.58,8,1403.71,0.44,7.99,493.42,1
184,14609.23,99.01,1,3.66,81.34,4,4.74,3.03,0.00,83.10,9,4706.78,0.35,9.49,325.96,1
177,14999.01,90.71,4,1.32,65.37,20,0.35,2.80,0.09,85.82,7,4490.50,0.32,4.78,448.63,1
556,7440.50,87.88,0,3.24,97.31,22,3.07,8.54,0.09,81.49,3,2233.97,0.37,8.05,109.89,1
977,13476.28,96.96,2,3.77,95.78,15,0.21,8.37,0.01,84.86,5,1987.95,0.11,2.92,149.16,1
100,16574.40,89.86,0,1.92,67.60,17,3.24,5.59,0.05,99.14,4,4621.59,0.15,7.60,238.38,1
150,12483.43,89.44,4,4.23,73.74,18,0.59,2.88,0.05,86.24,3,1007.09,0.14,8.07,347.73,1
871,10355.44,96.64,3,3.01,74.18,9,0.11,6.15,0.05,96.57,2,3034.23,0.31,4.72,335.68,1
545,18892.91,88.07,3,3.10,70.04,11,3.91,5.52,0.05,86.28,0,1011.87,0.15,5.90,326.68,1
548,8430.15,86.67,3,1.24,96.62,13,3.18,6.55,0.08,85.57,6,1875.49,0.47,1.10,309.78,1
980,14515.46,89.84,4,2.31,94.10,17,2.48,7.82,0.05,84.84,9,4689.77,0.44,2.31,136.22,1
587,8331.14,91.46,4,2.05,83.19,18,3.01,8.20,0.03,87.87,7,1068.09,0.49,6.80,470.81,1
899,9825.05,84.77,4,2.30,80.81,5,3.39,7.19,0.06,81.74,2,2579.12,0.12,6.06,336.90,1
133,17720.63,95.88,0,3.92,97.23,4,4.42,3.59,0.06,93.38,2,4158.98,0.44,2.78,205.60,1
447,15932.92,89.73,4,2.67,97.30,15,3.84,5.18,0.07,96.44,5,4352.36,0.42,3.19,374.97,1
194,6430.99,86.68,3,4.73,98.77,13,2.88,2.57,0.06,93.27,1,2910.43,0.46,4.10,227.16,1
171,11430.53,82.14,1,1.82,65.02,12,4.12,5.61,0.07,88.42,5,1929.94,0.31,7.45,302.34,1
650,5437.55,84.78,4,2.37,66.42,20,4.93,9.76,0.03,85.78,4,3398.82,0.42,6.49,236.45,1
253,12213.35,98.99,1,4.04,87.07,1,1.50,7.13,0.04,88.19,6,2055.11,0.12,1.63,452.16,1
349,14936.51,86.10,3,2.96,81.66,1,0.59,3.24,0.07,88.48,8,2021.06,0.13,7.84,497.59,0
773,6777.54,83.38,4,2.96,60.74,11,3.66,4.15,0.08,93.32,8,4230.40,0.15,3.36,164.47,1
537,9333.27,89.21,0,0.74,62.48,0,4.89,2.52,0.04,98.56,0,1617.06,0.47,7.05,109.43,1
870,18792.97,80.70,1,1.72,94.75,15,2.16,5.90,0.07,99.07,2,2347.10,0.14,9.98,335.98,1
990,19898.83,86.46,5,5.00,74.29,6,0.31,4.76,0.02,98.20,3,2963.90,0.47,1.72,169.58,1
405,5673.67,90.88,0,1.89,95.64,20,3.88,3.63,0.00,82.35,1,3820.32,0.14,7.68,424.59,1
367,16415.12,91.03,0,4.48,83.75,6,4.74,3.17,0.05,83.67,0,4124.46,0.45,5.87,263.47,1
153,10575.86,87.13,0,3.54,92.24,15,2.49,7.25,0.02,86.23,9,3654.08,0.42,1.77,344.21,1
488,16313.97,99.31,0,2.95,64.54,17,4.54,8.74,0.03,82.69,9,3662.99,0.11,4.26,461.33,1
833,18776.40,87.55,2,4.28,77.35,0,0.67,3.47,0.08,84.01,8,2086.11,0.31,8.22,114.05,1
862,19263.93,85.16,4,4.48,78.29,0,4.46,8.78,0.03,98.05,0,2529.45,0.50,1.37,391.72,1
924,13656.84,84.87,0,1.22,82.04,13,1.96,6.62,0.06,82.19,2,3465.75,0.45,7.34,360.87,1
500,10356.82,89.16,5,2.03,64.22,5,2.80,4.13,0.07,87.98,4,1262.28,0.22,6.90,359.81,1
866,8765.02,84.12,0,0.69,69.77,3,3.08,5.12,0.01,97.77,3,2625.68,0.26,1.70,106.27,1
402,13461.11,94.19,0,3.19,67.94,11,4.71,5.68,0.07,86.72,3,3133.76,0.39,9.24,375.70,1
306,10378.68,80.42,2,4.35,81.07,17,4.76,2.66,0.01,83.29,0,2945.93,0.24,3.70,431.79,1
328,14849.47,88.38,0,2.22,81.49,9,4.16,8.74,0.01,94.74,5,3872.53,0.16,2.00,134.09,0
952,8605.98,95.52,0,3.83,77.59,2,0.96,2.97,0.02,95.45,6,2893.71,0.40,7.13,276.65,1
677,7873.89,86.77,4,3.32,90.88,2,1.67,5.87,0.03,99.60,6,4616.52,0.28,2.95,165.04,1
174,18773.59,91.27,5,2.19,80.67,7,2.44,5.06,0.08,82.79,5,2521.27,0.13,5.28,344.38,0
534,6527.06,84.10,2,1.13,84.39,21,4.53,6.10,0.07,94.19,6,3101.49,0.42,1.45,414.24,1
202,12589.37,94.84,5,3.69,88.95,22,2.60,9.10,0.04,88.35,2,1012.84,0.33,9.94,366.68,1
521,8312.79,81.05,2,4.35,61.00,0,4.89,9.91,0.10,98.29,4,2241.91,0.30,5.03,227.22,1
803,5583.95,97.05,5,3.59,82.83,17,4.92,2.16,0.02,88.16,6,4466.29,0.37,9.99,155.89,1
863,5540.28,83.96,0,0.58,95.37,14,2.99,5.15,0.06,88.92,9,2334.31,0.30,4.47,417.71,1
837,7628.33,97.49,5,1.47,60.70,20,4.39,8.54,0.08,82.54,4,2012.75,0.36,4.13,229.57,1
905,18001.56,87.05,5,0.81,76.21,19,5.00,4.61,0.08,86.42,9,3174.15,0.45,9.23,108.86,1
197,19256.89,86.38,1,3.90,74.13,10,3.28,9.94,0.07,80.35,5,3126.42,0.36,4.89,198.67,1
949,13724.33,98.12,2,1.00,78.35,12,4.23,7.17,0.03,88.75,6,2214.66,0.35,1.70,436.48,1
897,11549.21,82.53,2,4.27,99.26,19,0.41,2.89,0.04,86.73,1,2532.41,0.31,9.60,157.30,1
434,13701.33,83.57,2,3.00,67.97,9,3.17,8.74,0.05,96.08,9,4165.46,0.17,1.77,273.92,1
534,16381.64,81.64,3,4.87,94.38,16,0.58,7.70,0.02,95.20,4,2784.42,0.38,5.85,375.84,1
546,9237.44,83.92,3,0.88,94.74,20,4.46,5.35,0.01,94.28,7,3310.07,0.27,1.55,319.41,1
407,10295.76,98.88,2,4.56,78.88,0,3.20,9.59,0.02,84.84,2,4067.44,0.26,1.02,416.40,1
348,18411.41,99.53,1,1.07,80.57,19,1.22,9.75,0.02,81.67,1,3983.13,0.40,9.42,283.45,1
265,19196.85,87.53,2,2.27,93.43,15,1.93,9.48,0.01,96.84,6,1741.29,0.10,7.68,101.92,1
580,18388.37,98.47,0,4.33,89.54,15,4.87,5.29,0.09,84.99,4,2203.68,0.37,7.18,186.08,1
434,11291.72,90.90,1,4.58,70.61,20,4.31,8.32,0.03,82.91,4,2392.95,0.30,4.95,499.66,1
641,16705.48,85.39,3,2.78,60.68,2,0.08,7.23,0.02,87.18,7,1750.17,0.25,3.15,262.14,1
205,12463.10,93.18,5,3.69,94.36,5,1.84,6.28,0.08,86.52,7,1695.87,0.17,6.47,461.97,1
662,8070.20,99.78,4,4.25,95.83,10,3.48,7.98,0.08,99.53,9,4232.98,0.23,7.54,108.21,1
180,13866.95,85.30,1,1.05,98.25,2,3.56,9.17,0.07,97.62,1,3183.68,0.26,4.29,363.84,0
232,7792.04,93.44,3,4.15,95.18,0,4.56,8.90,0.01,97.46,9,2366.63,0.27,9.88,215.35,1
896,9973.47,81.04,1,2.67,83.20,10,4.43,3.24,0.08,87.98,6,3433.38,0.37,1.60,211.70,1
283,6067.37,99.99,2,2.79,89.59,17,1.97,9.19,0.10,96.64,2,2864.30,0.36,6.83,249.18,1
500,6035.11,96.05,0,4.75,81.53,14,2.63,2.02,0.08,90.02,3,1256.85,0.18,3.94,126.85,1
884,12603.81,90.19,3,4.79,97.04,14,1.98,6.95,0.02,97.74,1,2425.63,0.13,5.07,159.45,1
607,11141.18,86.00,1,1.31,78.22,19,2.32,9.37,0.05,89.73,1,2734.09,0.48,1.19,459.57,1
951,17163.18,83.03,4,3.76,74.53,19,1.04,5.66,0.09,99.37,0,2690.40,0.45,6.86,270.98,1
168,17537.39,85.69,1,4.16,85.18,19,3.04,7.26,0.06,85.10,0,3529.64,0.13,3.19,466.42,1
645,9982.87,87.52,5,3.56,86.95,6,3.79,9.78,0.01,99.85,0,3289.86,0.33,2.04,426.99,1
873,15404.27,95.13,0,3.23,68.43,16,2.15,7.95,0.07,84.45,5,2688.42,0.48,3.03,435.15,1
152,16566.84,90.79,5,3.04,93.48,7,4.89,2.54,0.00,87.36,4,1067.82,0.40,5.29,214.73,1
304,7273.93,80.36,3,4.20,67.47,15,2.95,8.57,0.09,93.87,7,4518.31,0.20,8.95,324.03,1
846,13086.42,88.21,0,4.32,89.22,13,0.18,7.65,0.04,89.53,0,4926.46,0.39,3.64,303.62,1
142,9237.09,98.66,5,2.36,98.62,5,1.12,7.60,0.03,81.54,7,1556.30,0.41,7.18,121.28,0
982,5563.57,96.04,5,4.41,97.61,21,2.72,5.76,0.05,86.69,7,3157.07,0.15,6.53,123.27,1
210,6918.00,89.33,1,2.44,65.62,6,2.18,7.90,0.06,93.15,1,1943.53,0.47,2.82,171.53,1
860,16483.20,87.23,1,4.14,62.85,5,2.08,2.39,0.07,83.65,9,1138.20,0.44,1.99,371.28,1
282,11248.49,97.52,0,0.52,71.61,20,1.84,3.49,0.04,99.32,5,2150.58,0.12,3.11,142.75,1
947,12837.65,95.66,2,2.73,93.12,23,4.30,8.72,0.07,81.78,0,2055.04,0.31,1.18,161.45,1
619,8391.88,89.75,4,1.74,70.19,3,0.72,4.55,0.00,83.14,4,1517.73,0.13,9.92,208.45,1
999,9562.98,92.50,5,2.50,79.43,9,4.13,7.62,0.04,92.10,6,1501.28,0.48,8.83,299.45,1
459,9559.14,98.92,3,0.89,80.05,5,3.68,7.91,0.07,88.88,3,4225.30,0.43,6.48,275.49,0
999,8456.25,91.60,3,1.79,69.57,6,2.65,7.26,0.04,90.97,9,3859.39,0.15,8.50,289.49,1
294,19502.68,81.26,1,3.41,77.87,2,1.13,5.34,0.00,97.76,2,3989.37,0.23,6.82,153.88,1
963,8364.40,83.75,2,4.63,74.51,7,2.07,4.62,0.02,92.33,1,2098.47,0.45,1.26,451.55,1
294,14945.71,80.65,1,3.56,60.68,14,4.28,6.77,0.09,89.79,1,4926.17,0.34,9.54,353.58,1
766,16128.44,94.87,5,4.15,80.88,20,3.85,8.54,0.01,89.18,4,3162.28,0.44,8.75,124.27,1
192,17726.38,94.47,5,0.99,73.41,0,1.21,5.80,0.05,94.80,3,1768.03,0.29,9.58,484.42,1
771,11339.44,82.72,0,1.63,60.05,12,4.92,7.90,0.04,90.43,1,4435.23,0.30,7.58,377.23,1
160,9543.96,96.72,4,4.53,72.32,21,4.52,2.15,0.07,82.12,4,2277.90,0.22,4.71,160.68,1
733,9879.43,83.10,1,3.72,71.15,17,2.64,9.41,0.01,82.84,9,2155.23,0.26,2.86,487.65,1
502,17251.69,84.98,5,3.49,65.27,6,4.51,5.15,0.04,81.36,7,4072.79,0.48,2.30,493.80,1
104,10564.12,85.09,2,0.70,87.70,2,2.68,2.82,0.08,93.13,8,2527.14,0.16,5.96,163.99,0
565,18529.10,89.78,4,4.03,85.21,13,3.75,8.53,0.04,80.25,7,1123.33,0.10,7.15,362.97,1
703,17100.40,88.15,3,3.55,92.15,19,1.18,8.15,0.10,92.08,8,4306.51,0.44,3.83,108.86,1
781,19772.88,99.73,5,2.63,78.08,3,4.39,7.04,0.01,95.45,3,2362.88,0.25,5.94,107.48,0
928,16313.72,81.12,1,4.55,80.76,3,2.66,2.81,0.08,83.40,7,1992.69,0.23,4.07,416.79,1
633,10897.93,82.84,5,2.01,92.42,2,3.02,4.10,0.04,83.62,1,3319.57,0.42,7.27,167.11,0
504,13859.57,81.06,4,1.82,77.11,4,0.45,5.67,0.04,80.58,8,3819.97,0.48,9.90,467.52,0
937,14915.21,92.52,3,4.43,88.06,10,1.55,4.13,0.02,90.25,8,4251.58,0.40,7.20,270.36,1
612,6176.84,81.09,2,4.09,77.38,7,2.13,5.47,0.05,93.09,2,2391.14,0.17,1.53,449.46,1
744,13167.45,96.73,0,2.82,76.71,1,2.07,3.81,0.01,89.14,5,4249.20,0.26,5.30,267.11,0
332,15639.81,90.24,1,1.09,90.41,15,3.89,4.80,0.06,87.79,6,2859.52,0.40,7.93,312.09,1
623,7509.82,90.54,0,1.47,66.99,9,1.41,7.22,0.02,89.09,2,1404.57,0.46,5.88,226.61,1
445,16709.48,91.23,2,3.45,73.54,17,0.91,9.14,0.07,95.63,4,4385.23,0.50,9.56,363.23,1
145,13756.59,83.42,4,2.23,68.97,6,2.91,5.08,0.06,80.67,0,3190.54,0.30,1.49,227.28,1
645,19283.33,83.95,4,4.26,74.36,4,3.08,7.54,0.07,95.68,2,3409.88,0.43,3.62,189.27,1
177,5636.33,86.38,2,4.77,69.21,6,0.61,3.08,0.07,93.33,7,4749.97,0.12,2.99,132.42,1
829,8979.89,91.87,5,4.13,83.18,20,0.01,6.33,0.02,84.83,2,3236.61,0.21,7.91,123.07,1
912,14023.31,84.20,2,2.20,91.93,5,4.59,9.37,0.00,90.49,7,1022.33,0.25,5.71,222.39,1
172,9448.40,82.33,1,4.05,91.46,23,0.40,2.22,0.04,80.99,8,4482.46,0.49,2.25,394.59,1
893,15716.36,99.40,3,2.08,74.58,0,4.49,4.14,0.09,87.59,5,2139.00,0.10,3.57,182.25,1
348,16385.08,80.44,0,1.25,99.55,10,2.00,3.06,0.06,83.48,6,3007.07,0.22,5.70,219.69,0
