생산량,생산비용,공급품질평가(%),배송지연(일),결함률,품질평가점수,유지관리(시간),가동중단 시간비율(%),재고회전율,재고부족율(%),근로생산성(%),월별안전사고건,에너지소비량(kWh),에너지효율,추가공정시간,추가재료비용($),결함상태
351,5785.325303,83.846315,4,3.209458,79.942769,16,1.375637,4.437005,0.086118,97.979763,6,3493.799581,0.115814,8.383160,180.645012,1
514,16513.514428,89.278725,5,2.547321,81.333074,16,4.041057,9.979929,0.088885,80.434588,9,3344.931957,0.362446,1.372785,474.425230,1
886,11247.566479,84.916372,0,2.102803,86.379607,16,4.503423,7.269190,0.051846,98.095899,8,2352.048751,0.355810,4.381455,375.150697,1
544,17332.698302,98.296843,4,4.761894,61.664129,15,3.420694,9.377741,0.039674,82.265052,2,2183.574670,0.253302,6.015849,347.331411,1
975,17755.220017,86.708136,1,3.213090,88.859083,19,0.524129,5.486387,0.056051,82.661483,0,2388.977847,0.287266,6.446651,268.827008,1
281,8179.910820,99.045280,0,3.105826,62.478840,7,2.614961,7.682258,0.040207,83.506998,7,2959.533354,0.441967,6.203376,482.526000,1
266,14860.302233,90.661106,0,1.543555,78.731543,22,2.863171,5.677522,0.024071,95.987706,3,4899.278940,0.165993,7.236466,277.567851,1
190,12084.227062,92.630888,0,0.710140,93.106845,14,1.409299,4.625796,0.032392,89.563732,1,4054.258488,0.192627,9.701346,299.417181,1
813,18202.351069,90.858809,5,4.753349,78.048613,0,4.956479,6.153385,0.023277,82.903933,4,4406.958957,0.304940,4.515279,412.599243,1
957,8236.110188,82.587612,3,1.911809,65.963590,18,1.678140,5.418488,0.026944,93.736036,3,3022.598276,0.263898,6.009612,213.936972,1
630,15167.198005,87.516424,1,2.491651,99.401354,14,1.051274,9.844325,0.009361,98.813767,0,3104.494447,0.329749,7.291708,216.598125,1
138,14116.281834,81.982922,5,1.015880,95.571418,8,0.550680,5.969331,0.042646,91.449029,6,1817.298646,0.468336,6.331814,410.119075,0
225,9429.522164,92.459081,5,4.266159,90.852545,4,1.892506,8.488905,0.023528,81.974000,3,3884.183345,0.466841,4.480759,151.431916,1
550,7049.013555,88.937484,3,0.624343,76.460464,15,3.463093,7.334556,0.044837,81.095012,7,2686.336023,0.192007,6.616714,429.185808,1
272,14774.596407,95.559699,0,4.252958,67.353829,12,1.157085,5.837018,0.079220,95.917447,8,3969.787435,0.220858,6.851004,350.070003,1
752,16078.961872,84.409410,3,1.131283,97.656447,15,3.847721,5.793201,0.044831,92.521673,7,2636.221525,0.164827,6.264716,315.633507,1
853,9734.410156,83.291321,3,4.489539,81.294045,21,0.677006,4.735121,0.095461,98.453147,0,1434.068749,0.471116,2.845996,191.643753,1
319,14672.489060,88.126645,5,3.783977,94.094218,10,2.202340,2.855854,0.014784,90.945003,7,1692.214751,0.259146,5.553832,414.547268,1
737,10926.963614,98.531708,1,1.241016,73.683800,12,3.511869,8.091755,0.085026,81.247908,4,4246.280312,0.279882,8.959211,421.981236,1
157,15698.103249,94.208436,2,3.046181,73.411533,5,0.676547,9.344758,0.024826,88.073737,0,2034.465958,0.421056,8.817417,293.176747,1
759,7988.229123,88.378472,3,1.906953,99.421619,19,2.989211,3.743639,0.093393,93.159814,8,2057.417690,0.305189,7.757091,255.667590,1
575,18353.225040,90.345443,3,1.302049,80.873322,16,3.994763,9.405388,0.022715,87.697707,8,4717.472360,0.147902,7.274760,198.464735,1
555,9311.143947,81.684260,0,4.366320,65.627817,4,2.977744,3.858434,0.074696,99.991828,6,3630.542491,0.275139,2.379512,401.693607,1
928,10516.789816,99.691518,0,2.315852,68.786987,16,2.557320,6.240633,0.006212,88.107572,6,1457.230216,0.352210,5.135182,355.780769,1
994,5871.379281,93.328146,5,2.293447,79.277771,0,4.191498,4.748976,0.062981,90.924723,0,1574.341081,0.387684,1.998562,182.652412,1
460,6672.683185,85.708081,0,1.264490,61.698836,4,4.927102,2.916070,0.021867,84.507841,8,2089.469731,0.358141,8.355560,417.787232,1
100,12737.928541,91.716168,4,2.223796,78.501359,4,0.906565,2.422707,0.067017,83.042764,0,3375.982751,0.147672,3.619389,452.882125,0
486,9013.890151,82.189647,3,4.422276,76.757634,6,3.456732,4.922772,0.063583,92.906111,6,4011.301880,0.221738,7.901793,123.698905,1
447,17532.203386,99.316733,0,2.134079,91.173451,15,0.403288,2.378751,0.092370,91.772255,8,2097.985774,0.393426,8.331210,408.968255,1
289,5220.400830,83.495700,1,4.782216,74.197679,17,0.214205,2.833652,0.062668,80.086777,8,4482.568150,0.452076,9.032465,441.120773,1
604,10686.410730,92.960606,4,4.758390,99.301950,5,1.404095,3.138381,0.040825,85.695631,4,1436.720716,0.118875,7.784471,496.603160,1
290,10060.183202,84.909089,5,1.152044,67.230797,1,4.854599,2.015326,0.019357,92.871591,5,1830.396672,0.116892,6.082561,195.040600,1
607,5289.914464,94.351228,2,1.297901,83.639467,12,2.760978,3.226018,0.065745,96.244987,1,4881.859685,0.357362,6.383664,248.401282,1
468,6865.525985,95.536427,3,4.382033,63.587972,9,1.341357,6.618229,0.011637,86.247373,1,1538.979455,0.319218,3.885240,486.476437,1
508,11204.640124,93.468395,3,2.267424,89.354559,20,0.662930,8.556185,0.082852,92.948727,9,4552.445231,0.162136,2.592966,137.606220,1
923,12392.968767,92.289989,1,0.519683,99.790148,19,4.600917,3.547440,0.024733,85.305159,8,3815.740302,0.319317,2.175726,309.483138,1
216,11064.346209,97.849382,2,1.732423,92.765546,10,1.811833,2.646981,0.052416,93.807598,0,1292.348363,0.489795,2.638212,302.697832,0
233,12964.065176,81.572534,2,3.189330,82.228142,20,1.533486,7.836114,0.059595,93.958960,9,2934.827316,0.352360,9.405567,342.619096,1
157,13926.975124,86.618295,5,4.096697,79.389654,1,4.289817,2.065302,0.036249,82.604469,4,3075.917413,0.279656,2.479899,232.317046,1
655,5148.857317,84.965750,5,1.100249,93.401198,7,3.022014,7.873297,0.066387,93.301796,6,4728.558526,0.431013,7.513637,470.367235,0
784,11961.427392,99.760279,4,0.997436,97.438963,23,0.843181,3.048938,0.025022,86.671344,9,2684.418372,0.185129,2.661657,208.024504,1
771,19452.488613,87.787796,3,4.649417,99.568261,21,2.107553,3.826280,0.003462,83.451899,5,2787.054462,0.265731,9.777608,359.878207,1
272,12785.484202,94.652254,0,3.880168,75.861569,18,4.641155,2.960559,0.095927,90.007225,5,1449.935019,0.311107,4.299261,298.370809,1
928,15163.134012,93.694503,5,3.154008,99.636699,19,4.506018,3.978705,0.032005,89.045934,5,3556.690254,0.301816,4.709228,206.669381,1
914,9677.957869,84.241625,1,3.961341,66.237050,16,0.350549,8.385408,0.071346,95.477496,7,1843.587904,0.468389,4.640604,175.541518,1
248,16609.870672,84.779954,1,2.429845,70.141991,15,1.343066,3.060353,0.050753,81.690310,6,1310.133033,0.217067,8.348133,482.624850,1
179,16593.822228,85.625691,1,3.913051,63.560645,9,0.772697,9.953325,0.066900,95.795065,4,4987.676000,0.122601,2.964615,324.516585,1
985,12819.440715,88.222546,5,2.173113,70.869541,4,2.669059,4.616782,0.011094,82.121647,9,2078.518512,0.466551,8.479223,341.676365,1
312,19640.207349,84.686501,5,1.598426,90.717502,13,3.749917,9.375745,0.051885,84.149181,1,1564.212661,0.186827,6.913530,413.158184,1
302,6883.253221,80.393030,1,3.780560,94.116974,23,1.477716,3.520265,0.039222,90.317642,9,3797.961498,0.251611,2.982522,132.490663,1
863,5254.214973,97.587861,5,2.388525,91.155706,18,3.789980,3.503180,0.045185,89.263492,5,4286.728624,0.312357,1.588668,385.505707,1
328,16552.373176,99.312197,0,4.916197,85.242631,3,3.343578,6.522685,0.096621,99.777179,9,1256.309973,0.490352,7.974933,166.056055,1
775,17107.333060,86.831408,0,2.072683,80.558661,19,3.641111,2.404801,0.013629,91.789474,4,1421.573230,0.314107,2.970667,396.192434,1
326,6803.108437,86.770138,4,4.647773,88.348172,15,4.741219,8.408023,0.075470,86.548712,3,1360.695294,0.279097,9.001601,156.531469,1
758,8983.742494,80.141836,3,4.698331,75.633342,23,2.123059,5.516922,0.033034,98.002977,9,1187.837213,0.333455,2.168067,432.997480,1
631,5263.285450,93.605014,0,1.588338,93.652334,14,1.712840,7.593572,0.029036,86.244299,4,3637.825915,0.488323,6.547281,372.406504,1
540,9399.629162,96.508798,4,4.091995,87.087604,8,3.419236,3.397058,0.027078,85.475513,8,3353.252759,0.427178,7.229516,254.356116,1
501,16597.128109,82.932166,2,2.448835,87.912188,2,4.037786,7.138859,0.034878,89.887436,1,3651.226626,0.167587,6.919322,243.533778,0
146,12769.407916,83.193327,3,4.628861,81.437440,22,0.957226,6.752565,0.035712,98.263496,5,3022.668653,0.421304,3.844268,159.578825,1
332,10221.433898,95.801665,0,2.525559,95.409159,8,4.233998,8.045290,0.027075,94.170285,8,4270.030742,0.436440,8.879712,461.621342,0
404,10576.089424,92.325815,2,3.849367,70.080589,17,0.289262,4.379210,0.066749,93.549664,9,3186.673210,0.376278,7.928248,147.411709,1
625,5020.304386,80.897211,4,2.601353,75.245906,3,0.031969,9.465325,0.004772,94.521545,4,4674.987739,0.362893,5.591857,288.830955,0
242,9497.007913,92.450940,0,1.525103,91.105703,18,0.792136,9.690409,0.033229,93.192812,5,2942.594130,0.276351,6.429637,194.607382,1
514,14696.881125,86.178354,0,1.397076,79.709956,23,4.893336,8.944989,0.028021,95.195927,9,4162.634645,0.356678,6.097341,498.531003,1
612,19612.916657,87.374503,5,2.414440,95.568561,3,2.617827,6.576270,0.075142,83.855240,3,2629.441415,0.395030,9.520287,334.337621,0
472,17705.912405,95.394628,2,3.899726,73.855973,8,0.232837,5.362306,0.014650,83.545166,4,2740.895579,0.149128,9.067719,159.833801,1
665,5353.924470,96.218704,0,3.222822,74.773207,0,4.985878,2.463939,0.094069,87.243267,7,4395.968181,0.202932,3.119476,367.025599,1
985,18478.409070,88.007133,1,3.598832,95.549432,0,3.724556,9.577822,0.017052,97.019196,0,1430.639341,0.177633,3.364838,496.643607,1
358,16747.976199,98.943059,5,1.770469,78.574813,19,4.190025,9.614251,0.037003,94.289084,0,3259.671020,0.436485,9.832943,342.017312,1
755,16705.641854,88.129254,5,2.666459,80.644983,18,1.064703,2.149508,0.019970,91.329467,9,3905.345871,0.372001,3.129046,282.951638,1
570,11869.936385,95.436721,0,0.699779,73.310549,2,0.527247,4.855100,0.028670,80.388949,3,4001.682462,0.280311,9.581314,217.308049,1
111,10970.079394,89.677545,5,4.178896,71.066798,9,2.575425,9.040291,0.076102,84.716046,9,3365.974109,0.430422,6.847783,136.849366,1
429,9543.735932,97.950647,3,4.954515,86.237948,11,3.860878,2.646816,0.047640,96.070279,2,2792.257937,0.386713,1.450985,191.298520,1
835,5985.422884,98.155225,2,2.330956,64.793626,17,3.188903,3.572531,0.016258,84.849734,4,2043.129775,0.465437,4.021545,321.448312,1
883,8423.530452,81.748336,3,0.549336,95.170906,13,3.155297,9.829419,0.004663,94.605804,9,4637.704941,0.130723,5.285387,401.514279,1
457,8699.054525,98.729867,4,1.264067,91.168125,9,3.785480,8.778310,0.022992,83.692685,7,2479.151790,0.303663,8.497836,451.172356,0
507,12261.156046,96.510697,3,3.436371,67.629931,9,1.135104,9.296508,0.094560,92.127351,0,4195.968354,0.382699,3.957269,417.484900,1
767,16211.666099,95.826214,1,3.254357,87.760798,17,3.307596,3.137235,0.084532,92.564227,4,1126.662452,0.182997,3.795205,150.186081,1
472,12107.147426,84.018227,5,4.045391,84.105317,23,1.960553,3.690528,0.044017,95.039325,4,1928.676859,0.230850,9.282369,409.383954,1
107,5867.666742,96.102384,5,1.642478,67.381402,0,0.348767,6.843333,0.048200,88.766848,1,2382.339172,0.267591,1.711309,332.641818,1
221,19366.847015,97.002655,1,3.936344,70.928140,14,1.010713,6.013906,0.089937,92.653494,4,3686.296253,0.417730,5.963691,287.643023,1
447,19140.864786,85.783007,5,3.595928,76.359460,7,3.970019,4.388027,0.059135,89.739396,7,2277.323229,0.297430,5.538153,329.105647,1
775,16777.843147,99.045202,3,1.952665,87.969709,2,4.479653,9.070770,0.088077,98.946761,9,1165.455203,0.297148,1.516013,103.230132,0
189,19869.918523,80.997203,4,2.954697,85.548936,17,1.414109,9.211109,0.049184,90.437615,6,1695.470064,0.272355,1.789833,127.092097,1
747,13167.234992,82.998185,0,1.162732,81.289394,8,0.951805,4.333472,0.020010,84.191958,1,2036.661409,0.191436,4.437707,310.339712,0
797,19441.525254,90.751623,1,2.536540,90.736422,15,0.133623,3.246025,0.072593,93.357851,5,1704.189920,0.469229,2.207451,169.447700,1
415,6134.075609,91.515849,3,4.465388,90.317510,20,4.738487,3.192739,0.052639,90.969347,9,1814.898241,0.227120,5.302647,318.216381,1
277,10485.211224,92.903002,3,2.395361,84.714366,14,3.419275,5.875402,0.066844,96.076590,0,4075.827763,0.326986,6.480000,241.685429,1
639,8380.719020,80.339383,3,4.278050,91.479603,4,4.785151,3.063348,0.015723,83.538232,9,2648.134576,0.159512,7.222570,462.964808,1
831,7937.496262,99.207335,0,3.156140,73.370535,12,4.319246,5.786722,0.064760,85.218792,9,2620.716979,0.273697,5.918231,479.873371,1
968,7112.044233,80.891762,2,1.363445,95.249981,21,1.702333,5.695473,0.038226,98.432582,2,4866.425347,0.461521,4.416940,491.913645,1
140,14336.204623,82.861239,5,3.114978,84.596403,19,0.563415,9.072882,0.033200,98.600522,5,2786.807352,0.498186,2.167828,459.575198,1
839,16719.827836,80.280290,5,2.776925,92.894541,6,2.495284,4.369684,0.067148,88.845135,8,4710.632530,0.244701,3.227369,494.356340,1
803,13674.475991,91.337169,4,2.293886,81.851164,15,0.134069,6.485220,0.059224,80.955024,0,2196.252393,0.161596,4.774795,382.458850,1
601,7204.440644,98.645338,2,1.038337,68.737530,6,0.749583,7.947999,0.064911,86.131101,5,2602.505040,0.225781,9.317030,484.216912,1
244,17166.856549,93.318943,5,2.375189,81.696405,21,1.167163,6.767318,0.096533,84.942453,1,2585.133424,0.230897,2.823405,356.716986,1
300,14539.320607,96.453149,4,0.827431,74.844467,15,3.328233,9.632543,0.070120,88.293537,8,3184.315329,0.357804,4.720098,423.685683,1
823,10822.485592,80.265624,4,0.944461,87.899961,12,2.549387,6.818220,0.064090,86.356012,1,3336.989163,0.298463,7.590780,152.763997,1
560,15111.954433,90.840306,3,2.371624,79.031752,16,1.512098,9.214897,0.061355,96.579847,2,1992.500116,0.407384,7.346830,373.039835,1
831,8898.574689,89.191260,1,1.874217,93.444512,8,2.823842,3.960451,0.039871,80.060720,1,4174.337002,0.380521,9.690333,472.441324,1
851,10177.883127,89.979359,3,4.664949,87.122900,11,0.626013,6.486022,0.083919,92.892637,3,2986.103819,0.200523,2.718112,316.019297,1
657,18762.287647,81.444264,0,2.190676,87.381777,12,3.778541,6.346447,0.038094,93.285405,3,1028.174214,0.413702,1.148677,174.727885,1
646,9357.567585,93.688707,5,3.910362,68.686213,8,3.560176,9.915617,0.070024,93.212532,9,3365.362533,0.438985,3.900909,310.755424,1
352,12049.824022,90.064408,4,2.886114,99.369991,4,1.082513,3.636051,0.029314,90.411894,0,4192.237766,0.339356,2.347234,382.776398,0
489,18352.117061,95.302977,1,3.668386,93.667008,6,3.031958,3.127947,0.014776,92.222081,7,2001.866951,0.471067,5.936221,407.915400,1
693,15615.820254,89.705813,5,1.670522,91.560195,0,2.516513,6.893377,0.012976,96.209886,4,1151.484037,0.413179,9.089011,309.480804,0
982,5933.048392,82.987633,4,4.738572,73.208609,3,0.304082,3.789537,0.063456,95.683936,7,4228.714623,0.338158,7.194041,186.947210,1
355,7209.545664,92.965139,4,2.885398,81.425266,3,1.390770,7.113243,0.032795,80.692508,5,4905.106864,0.462466,2.222190,470.675515,0
808,5117.623862,83.447727,3,4.240958,65.484128,15,4.997414,9.779913,0.027505,80.608731,1,1306.254459,0.340143,2.044810,409.446967,1
914,14463.826853,97.447891,1,2.142706,81.539039,4,0.497678,9.572048,0.059206,96.778896,6,4752.147229,0.308476,9.203048,208.275360,1
549,11715.101381,92.262325,1,0.950951,65.835570,21,2.532057,3.848824,0.002567,91.494594,9,2437.097648,0.242503,5.388486,424.725167,1
109,7014.122764,83.144078,5,3.531702,82.121514,3,4.246669,3.367171,0.024623,99.148547,8,4765.758434,0.453145,9.313057,239.145060,1
923,19369.011816,99.246761,4,0.534918,85.948875,5,1.503259,6.485914,0.034055,88.631832,6,3595.357296,0.149091,7.625959,224.972538,1
897,12944.895859,90.367309,1,2.638818,75.607839,22,1.303543,6.694218,0.070837,83.534836,4,4560.977250,0.289401,9.940136,445.230651,1
341,8628.399412,81.457969,1,1.367609,79.941795,2,4.453965,7.298001,0.054500,89.464698,3,4143.332100,0.314965,8.841050,449.294083,0
350,12509.053567,92.536658,5,3.323190,95.026136,7,1.524150,7.931927,0.085599,88.730886,7,1111.990971,0.321900,4.727910,259.392561,1
976,15194.304991,85.063978,3,4.907389,64.342526,16,3.257467,6.807658,0.033451,90.343548,5,1261.770009,0.360756,7.824050,103.569122,1
104,6143.588270,96.073869,2,2.589813,91.669316,17,3.701565,2.894024,0.029644,96.158945,4,3102.978420,0.302318,5.241054,174.626249,1
218,9120.557226,96.356441,0,4.178742,66.830182,17,3.943089,8.321264,0.003320,93.111680,6,1518.476079,0.202727,3.097651,463.718531,1
900,17104.482363,99.578947,2,2.785029,61.468319,11,4.973798,2.636137,0.095172,83.705507,2,2844.136957,0.442778,3.169263,459.499735,1
473,11894.973056,90.037391,1,2.731280,67.422984,0,4.015960,2.159941,0.050149,94.689545,8,4818.521194,0.363010,4.575899,281.337899,1
164,13198.657130,89.099138,4,4.686906,90.601728,22,3.285061,8.157266,0.050252,91.837924,3,2179.029150,0.443275,2.003196,221.646683,1
245,11492.240033,95.069512,0,4.504846,76.205043,11,4.477318,6.386859,0.092344,91.566215,3,2955.650855,0.210417,2.599897,221.099317,1
323,5658.499140,82.649413,0,4.036102,94.900821,10,4.528723,7.588731,0.028992,93.565138,7,2537.038520,0.354823,5.505478,458.877921,1
338,7486.246697,90.938310,4,1.833151,80.988302,12,4.865832,5.061979,0.033211,91.279309,5,3519.307857,0.385669,9.585302,229.893324,1
276,11683.124581,90.924952,0,2.952538,60.890014,2,3.882326,2.088740,0.065635,89.150275,0,1775.379723,0.253362,6.199177,304.632104,1
878,8137.781981,81.789462,4,1.507538,88.668544,7,0.974637,4.648123,0.078518,92.807606,1,2039.757161,0.424898,4.676471,392.404420,1
952,5749.685430,88.359682,0,2.497625,64.409316,2,3.549030,6.865082,0.069931,94.474541,8,4435.071405,0.101004,3.184303,183.792417,1
381,17654.744961,97.065696,5,2.678959,91.575185,16,0.375642,3.805625,0.078872,84.515339,5,4245.344895,0.337968,2.763112,201.535633,1
162,19717.887937,97.123072,5,4.242380,66.724102,12,1.589815,7.502435,0.057511,89.940998,6,4156.758755,0.345427,6.925663,243.224757,1
316,16897.143110,81.984753,2,4.532128,73.817855,9,0.579038,8.355208,0.086282,89.163449,8,4083.678437,0.313537,8.634928,361.689356,1
953,17806.773826,81.814418,0,2.365790,90.450857,16,4.749713,5.634136,0.055011,80.798065,2,2837.749974,0.352019,4.589703,426.996260,1
926,8629.656955,85.253910,3,0.579670,98.169254,2,1.693771,9.005770,0.022934,96.688773,4,3915.563090,0.166891,5.955931,318.682305,1
894,19409.404633,97.495321,4,4.377982,74.857358,12,3.566078,8.838533,0.054170,87.547640,4,2548.819271,0.373913,7.360541,153.171495,1
788,7953.885567,82.578052,0,1.284254,93.176009,21,2.856592,9.024464,0.071294,81.453785,9,1402.838321,0.234316,1.524660,278.498209,1
560,19271.447155,94.399936,5,3.298469,67.631691,5,0.537557,7.288296,0.065358,89.157982,6,2573.498567,0.280821,4.158073,151.076289,1
709,19922.289409,82.023312,5,0.612369,92.287191,13,2.806722,4.438312,0.024302,83.229616,1,1634.652177,0.233244,7.567776,135.318868,1
204,15675.842086,92.462757,4,2.297779,86.299762,9,3.305118,5.850010,0.004108,94.088288,3,2563.406723,0.289574,7.161571,335.846708,0
198,19717.155977,87.121346,3,4.936821,67.709740,19,4.407586,7.684085,0.025248,91.435432,3,2189.700861,0.348628,1.480130,482.484845,1
610,13543.096694,95.778279,0,0.953121,72.100158,15,0.350428,3.684509,0.098404,85.402276,7,3396.642668,0.435337,3.140366,435.044733,1
484,8893.126748,84.673809,0,2.406619,65.270836,17,1.478170,7.910748,0.018447,99.009477,9,2446.161662,0.293374,7.119615,409.788505,1
504,11554.938285,92.784037,3,1.882175,75.318680,12,3.461705,6.384709,0.046437,85.834907,2,3822.358654,0.229290,3.442744,390.822386,1
922,13903.414031,84.713651,3,4.572897,68.145946,9,0.171658,2.768140,0.063835,91.099938,1,3048.586724,0.295177,8.329693,458.851143,1
617,6096.223430,94.273206,3,4.412030,85.759918,5,1.017767,6.458291,0.087947,96.031356,8,4677.969114,0.375521,1.265544,401.134034,1
575,14335.148969,97.473561,5,1.569644,99.780204,9,1.093352,2.534209,0.076026,90.277846,3,1364.101741,0.238680,2.713123,350.750938,0
808,19717.667551,82.536036,4,0.865345,60.480367,4,3.346632,2.114458,0.090895,99.217114,8,3750.836755,0.265713,3.531817,245.872032,1
962,7851.614747,97.331914,3,3.322123,81.636793,5,1.429803,9.117021,0.060438,96.877091,5,3689.587510,0.325136,9.327609,140.377556,1
744,16888.926744,91.871505,4,2.013659,82.946664,6,2.997978,5.919329,0.086532,98.420380,0,4802.506190,0.217604,8.166871,284.413346,0
969,18618.481907,82.542210,2,3.524380,96.568352,10,4.826742,6.346317,0.026384,87.454052,2,2486.207468,0.183634,8.957306,469.913694,1
870,19155.523892,88.550837,0,0.644539,80.240213,15,3.966215,4.239502,0.043056,90.967108,6,2221.751879,0.156157,4.964312,333.240106,1
536,19402.034066,83.217206,0,1.100297,81.748057,11,1.664514,6.341958,0.084377,96.803326,8,1689.573777,0.241044,8.403059,173.801672,1
122,12821.894581,94.006958,1,3.588675,78.866112,11,2.362000,3.350950,0.032556,98.070001,7,2061.154061,0.119337,8.681442,359.609323,1
664,19659.618620,95.177363,2,1.455668,70.756172,22,1.003370,7.965166,0.087122,98.887272,4,3007.563091,0.333393,4.599611,286.184894,1
776,16359.653107,82.115930,3,4.359145,62.241165,19,0.078600,8.586793,0.036312,97.583040,7,4350.851848,0.170364,9.950157,472.552035,1
813,7425.071544,90.122797,3,0.763659,76.346307,4,1.448577,8.847006,0.036339,94.615098,1,2137.146414,0.250958,8.661148,164.375964,1
557,12153.501597,96.292501,5,1.469669,62.103659,15,1.847043,2.853222,0.030903,80.484296,2,1630.968467,0.207689,9.766873,384.804699,1
182,15774.967631,98.723261,2,4.993521,82.019699,5,2.821836,6.462035,0.054694,86.299069,7,2088.513884,0.352156,8.798474,372.640986,1
244,8710.104737,90.270357,3,2.448842,72.291746,8,4.720333,8.470008,0.012907,82.578726,8,1403.707900,0.440138,7.985833,493.416631,1
184,14609.227753,99.005584,1,3.663345,81.344096,4,4.739260,3.025732,0.003660,83.095172,9,4706.781665,0.353320,9.494595,325.964851,1
177,14999.007186,90.713779,4,1.321984,65.371879,20,0.350491,2.796179,0.089741,85.818144,7,4490.496608,0.317002,4.778373,448.629614,1
556,7440.496157,87.883810,0,3.244409,97.305199,22,3.073228,8.535536,0.092894,81.494809,3,2233.966868,0.367633,8.050001,109.885575,1
977,13476.279687,96.964063,2,3.767477,95.780850,15,0.211763,8.373888,0.007617,84.860636,5,1987.951264,0.111996,2.916021,149.156787,1
100,16574.403665,89.859654,0,1.915145,67.599860,17,3.240405,5.589545,0.054970,99.139577,4,4621.589256,0.149138,7.595145,238.375429,1
150,12483.434968,89.438050,4,4.230037,73.737771,18,0.588515,2.877689,0.053968,86.238872,3,1007.087805,0.137971,8.068180,347.730959,1
784,5181.546752,89.806250,2,3.215379,84.539711,11,4.732014,6.128985,0.037243,83.194261,8,3402.310112,0.139279,7.448720,279.631738,1
816,5135.577036,96.935700,4,2.251054,63.827448,1,4.321693,5.158426,0.056890,94.366004,9,4664.015044,0.204193,8.648318,181.078499,1
871,10355.440160,96.638831,3,3.009391,74.182713,9,0.111644,6.148379,0.045812,96.570103,2,3034.229956,0.312821,4.720019,335.681496,1
545,18892.911026,88.070400,3,3.095424,70.044491,11,3.910659,5.519162,0.048964,86.280757,0,1011.867838,0.145873,5.902913,326.679624,1
548,8430.151694,86.665997,3,1.244909,96.620669,13,3.179486,6.548115,0.075534,85.569946,6,1875.485718,0.474046,1.096007,309.778991,1
980,14515.455333,89.838560,4,2.312296,94.100425,17,2.476846,7.817038,0.052596,84.835191,9,4689.766376,0.441703,2.314478,136.222445,1
587,8331.138060,91.455450,4,2.045438,83.193310,18,3.013172,8.198879,0.032366,87.865225,7,1068.089697,0.488658,6.797745,470.810197,1
899,9825.049845,84.766744,4,2.304062,80.813853,5,3.391250,7.191858,0.058146,81.744635,2,2579.119064,0.117000,6.060855,336.902121,1
133,17720.631344,95.879102,0,3.924998,97.229032,4,4.422287,3.591525,0.064075,93.382585,2,4158.978905,0.440561,2.775993,205.596699,1
447,15932.921634,89.729655,4,2.671423,97.297111,15,3.836788,5.176984,0.066231,96.444527,5,4352.363975,0.421494,3.191183,374.967276,1
194,6430.989160,86.680911,3,4.731423,98.773205,13,2.876889,2.569792,0.061831,93.273646,1,2910.431731,0.460842,4.096740,227.163196,1
171,11430.530315,82.136420,1,1.821544,65.015155,12,4.123078,5.613390,0.066460,88.423994,5,1929.935007,0.311178,7.447732,302.342411,1
650,5437.546455,84.776903,4,2.370666,66.422312,20,4.934615,9.762715,0.031009,85.779245,4,3398.818871,0.415156,6.487449,236.452708,1
253,12213.352199,98.985623,1,4.041306,87.069468,1,1.500910,7.133846,0.044613,88.188923,6,2055.112126,0.120515,1.626141,452.157611,1
349,14936.510176,86.101994,3,2.957111,81.657379,1,0.592103,3.236900,0.066871,88.476750,8,2021.057032,0.130351,7.839452,497.592234,0
773,6777.539354,83.377186,4,2.961627,60.738636,11,3.657241,4.148621,0.075437,93.320417,8,4230.399054,0.147413,3.363936,164.472826,1
537,9333.274084,89.213456,0,0.740031,62.479001,0,4.892982,2.516589,0.043415,98.561207,0,1617.063341,0.465916,7.045837,109.431580,1
217,10967.549383,86.141755,0,2.293698,95.523215,18,0.583530,3.459311,0.036533,81.411730,6,1022.085914,0.124468,2.110266,187.729003,1
870,18792.965370,80.703185,1,1.718302,94.754832,15,2.158536,5.902733,0.071588,99.067072,2,2347.100868,0.140060,9.981291,335.980793,1
990,19898.825231,86.462904,5,4.997008,74.290837,6,0.311338,4.758851,0.022217,98.204026,3,2963.895820,0.472164,1.723017,169.580456,1
405,5673.669485,90.882172,0,1.887598,95.642025,20,3.882660,3.631699,0.000949,82.354646,1,3820.321568,0.142957,7.675606,424.593770,1
367,16415.118852,91.034247,0,4.480234,83.747003,6,4.743544,3.172787,0.047117,83.671701,0,4124.461030,0.447903,5.871973,263.468231,1
153,10575.860996,87.131178,0,3.543052,92.236226,15,2.494971,7.248569,0.017337,86.231912,9,3654.076845,0.415708,1.773453,344.213096,1
335,10886.872793,88.946055,3,2.034124,77.097243,5,2.047606,6.464819,0.037828,91.193321,2,3506.035521,0.116113,1.241294,282.247137,0
488,16313.974600,99.310358,0,2.945905,64.535933,17,4.538595,8.741122,0.029123,82.689524,9,3662.994889,0.108739,4.263991,461.331169,1
833,18776.396482,87.546970,2,4.282411,77.349083,0,0.666942,3.466023,0.077726,84.006699,8,2086.106070,0.313755,8.220015,114.054135,1
862,19263.928918,85.164536,4,4.475157,78.291992,0,4.457922,8.783884,0.033141,98.053506,0,2529.445292,0.498870,1.370361,391.720758,1
924,13656.838791,84.869341,0,1.221772,82.037768,13,1.960630,6.623289,0.064068,82.186013,2,3465.746004,0.451532,7.339588,360.868853,1
